id,node_id,prediction
49002108,55,0
63755143,21,1
49999960,31,0
16231514,49,0
52108315,24,0
49171456,49,0
74003549,16,0
16215520,55,0
63086972,28,1
74002356,30,0
16228925,43,0
63444501,31,0
74006344,16,0
49213455,31,0
49171484,49,0
63437915,21,1
49222702,43,0
49000571,43,0
27100860,55,0
27156680,12,0
52103081,49,0
74005867,16,0
74003845,12,0
27127320,27,0
49004020,55,0
63558207,49,0
74001600,12,0
63011193,43,0
63157057,40,1
52109883,12,0
49002905,30,0
63608771,43,0
74002049,12,0
16233141,55,0
38947651,24,0
49003536,30,0
52104447,49,0
74000829,12,0
16219532,30,0
63240990,21,1
74003781,12,0
49174825,31,0
49003009,43,0
74004173,12,0
74004152,12,0
27158040,15,0
49222589,55,0
16232035,55,0
49197630,55,0
74000232,20,0
49004129,55,0
38289509,31,0
52103458,43,0
74006427,49,0
27227810,43,0
49001168,49,0
63491108,23,1
27152960,55,0
27286420,24,0
16232201,55,0
63191484,21,1
38505055,55,0
74004822,16,0
52108278,43,0
16225019,43,0
27140120,24,0
52109291,49,0
74002807,37,0
27274140,16,0
63275722,21,1
52101247,43,0
16218819,55,0
27214860,43,0
74000407,23,1
27102430,21,1
27228070,23,1
27243700,30,0
52103164,43,0
63622391,21,1
27301130,43,0
27135140,9,0
16228014,55,0
52102416,23,1
27107290,55,0
52103150,49,0
52108719,30,0
63729199,55,0
16229821,49,0
52103621,15,0
49183234,49,0
27214070,43,0
49196161,55,0
38959859,55,0
74000320,16,0
74002301,31,0
27201070,49,0
49001792,55,0
49177369,49,0
16221337,30,0
52107682,43,0
49184534,55,0
27116190,55,0
49164237,43,0
49161612,49,0
74002550,55,0
27123460,43,0
38439191,49,0
27126200,15,0
27118840,16,0
27256560,49,0
52100120,43,0
74001645,16,0
52103896,16,0
16240280,43,0
49004777,30,0
63492878,44,0
74001625,12,0
16240407,55,0
74004512,12,0
74001254,12,0
16240058,30,0
52101995,43,0
63293654,28,1
49164497,49,0
27232940,23,1
16227434,31,0
49001317,49,0
63925023,55,0
16221761,55,0
16240402,49,0
49002352,49,0
27157020,16,0
49999742,55,0
74003048,16,0
63449045,23,1
49999825,49,0
49000128,55,0
49216589,43,0
63071006,16,0
16229805,43,0
38810827,43,0
27284800,30,0
27105310,31,0
27146430,21,1
49189759,55,0
27128430,16,0
63928658,21,1
63366442,21,1
52107505,21,1
63772205,43,0
63050400,43,0
16240461,55,0
27109510,49,0
16222370,55,0
74005767,12,0
27138070,12,0
27125440,44,0
63004611,31,0
16232454,55,0
74003385,5,1
74000187,12,0
16223153,49,0
16222504,43,0
16234183,55,0
16240320,49,0
16224699,49,0
63386592,55,0
63074040,21,1
27229070,30,0
16229553,55,0
74005863,12,0
16230187,49,0
74003270,12,0
74001407,5,1
52103698,55,0
49176929,55,0
38212945,31,0
16232105,55,0
74001763,16,0
27130150,55,0
49177674,55,0
63825015,23,1
16240079,49,0
16227798,55,0
52101165,55,0
38845890,31,0
16240175,28,1
27204240,49,0
27138160,12,0
74003764,15,0
52102720,43,0
27229290,9,0
74005181,12,0
74004361,12,0
49003278,55,0
63673713,55,0
74005998,12,0
63234604,55,0
27134780,15,0
16232087,55,0
52100224,49,0
38317954,31,0
49192884,55,0
74001980,16,0
49999985,49,0
16230902,27,0
63045994,21,1
74005839,15,0
74005405,13,1
74005033,16,0
49999927,55,0
16226902,49,0
74002743,49,0
16240289,49,0
63106064,55,0
49004482,43,0
49000597,55,0
49001733,49,0
52109381,55,0
16232357,55,0
52100578,55,0
63075512,30,0
38565651,43,0
16226257,49,0
52109215,31,0
52106191,31,0
52103905,49,0
49170455,55,0
49000690,55,0
74001758,16,0
63380165,28,1
16225447,55,0
49001611,31,0
16225026,43,0
74002402,55,0
27107830,43,0
49000277,55,0
74005287,12,0
52100452,30,0
16231341,43,0
74005627,12,0
16232010,55,0
63485461,27,0
27227250,16,0
74005549,16,0
16240226,43,0
27107040,55,0
49000440,55,0
49197525,55,0
49002720,43,0
49003186,55,0
38397385,21,1
27115780,30,0
52102729,21,1
74005154,15,0
27156650,16,0
74006073,12,0
16215697,49,0
27157250,43,0
49002599,55,0
52108701,23,1
74001965,12,0
49000593,55,0
49002003,55,0
38682788,55,0
63704257,43,0
27118550,49,0
74001736,16,0
74001920,12,0
16231301,49,0
27137430,31,0
49000622,55,0
52100033,31,0
74000648,16,0
27287980,55,0
49002809,55,0
74004078,12,0
27229990,43,0
27103510,31,0
27242940,30,0
49004107,44,0
16226853,55,0
27106180,54,0
27300630,55,0
27126040,16,0
74002505,49,0
27144420,12,0
74000827,16,0
16218017,55,0
49165308,55,0
27120950,55,0
38586001,43,0
27202430,49,0
52107004,16,0
27285870,30,0
27119940,49,0
74005085,16,0
74001890,12,0
74003005,21,1
16229679,55,0
74005542,16,0
52108029,23,1
27140980,12,0
52109528,55,0
16227168,49,0
52107719,23,1
27164600,31,0
52103037,21,1
74000703,12,0
27112280,43,0
52105894,55,0
52102659,49,0
74005222,12,0
63112979,23,1
63524498,21,1
27217550,12,0
49004146,12,0
27202700,21,1
16229005,28,1
74001833,12,0
74001642,16,0
63469806,27,0
74006421,16,0
27215130,43,0
27138100,49,0
38171232,43,0
74000570,12,0
74003294,16,0
63316769,21,1
27123890,55,0
74006123,12,0
74002669,55,0
74003083,16,0
74001787,16,0
27299780,30,0
49173616,49,0
63420977,37,0
52107724,49,0
49005319,55,0
38732008,55,0
27302960,55,0
49001932,43,0
63574871,40,1
74001128,5,1
49222504,49,0
16216256,23,1
27139350,5,1
52103336,49,0
27104890,55,0
49000428,55,0
27140410,12,0
16240440,55,0
27255460,49,0
63730334,31,0
74003471,16,0
63327734,21,1
63301148,28,1
74005436,5,1
27201620,55,0
52102561,49,0
74004958,30,0
16228016,55,0
49002984,55,0
74004443,12,0
74004406,23,1
52107590,49,0
52105954,43,0
52105294,55,0
52102838,12,0
63483725,28,1
63351048,30,0
27202220,21,1
63093131,21,1
38378246,21,1
52103749,28,1
74003054,16,0
49170111,43,0
27149410,5,1
27152570,12,0
52104936,31,0
16230234,55,0
52100719,55,0
74001549,12,0
63195016,21,1
16228629,55,0
52103214,31,0
16226154,43,0
49001769,43,0
74001279,16,0
74003079,16,0
49999704,55,0
52106969,16,0
74006075,16,0
52105351,12,0
74003687,16,0
27146250,16,0
63593727,27,0
74005794,12,0
74005223,12,0
27215670,12,0
74000674,12,0
16221445,55,0
49193742,43,0
16228937,50,0
74001912,55,0
27105370,28,1
52106218,55,0
27227990,44,0
27241330,49,0
52107842,31,0
16230497,30,0
27145840,5,1
16227675,55,0
74000597,12,0
49222467,49,0
27141060,16,0
27103190,44,0
16224604,55,0
52106004,31,0
27272860,12,0
49222426,23,1
27113060,55,0
52101159,28,1
16220885,55,0
16230570,55,0
27138430,12,0
16223829,54,0
38140104,49,0
52108113,55,0
74003424,16,0
27275480,43,0
27205060,5,1
27302940,44,0
38393875,49,0
38118667,55,0
63160338,21,1
74003557,16,0
27142290,12,0
74005010,12,0
27111900,31,0
52100443,24,0
74003452,15,0
16230631,30,0
16231480,30,0
52105105,43,0
52100175,49,0
52105861,55,0
74002597,49,0
52108325,12,0
52104298,49,0
74003073,16,0
16229149,43,0
74001845,12,0
52104687,55,0
27136300,43,0
27275500,30,0
27147050,16,0
49999724,55,0
27217660,55,0
16229215,30,0
74000220,16,0
63293448,36,1
16221292,55,0
27103460,49,0
27105220,49,0
63291687,21,1
49222507,55,0
74004683,5,1
63380113,23,1
63788624,21,1
74001353,12,0
49171289,55,0
74003459,5,1
74001851,12,0
49178561,49,0
27228440,49,0
49003442,55,0
16229593,49,0
16215616,49,0
74002412,27,0
52102930,49,0
16227724,21,1
16224532,55,0
63939843,21,1
16229736,55,0
27259510,31,0
16217246,49,0
27298710,5,1
74006450,5,1
38656970,55,0
16229956,55,0
52104686,16,0
27102930,55,0
52101000,55,0
74006195,12,0
63214342,27,0
16227748,55,0
16225263,43,0
74004191,12,0
52106322,49,0
27297930,43,0
27149710,12,0
27152360,16,0
52107269,31,0
52106318,5,1
52107368,43,0
52107684,49,0
63671375,31,0
27126670,15,0
49000903,43,0
27144030,12,0
27122360,49,0
27128830,55,0
52106357,55,0
49001183,49,0
63114890,55,0
49001498,31,0
27129820,16,0
49000279,55,0
27146510,31,0
27145040,16,0
52104606,55,0
74001990,16,0
52106146,43,0
52109695,31,0
16232533,55,0
63621080,27,0
52105292,55,0
49195405,49,0
74002085,16,0
74003869,15,0
52104427,43,0
52103552,55,0
74006131,15,0
63025753,28,1
74002933,5,1
74002758,43,0
63386667,43,0
49216914,28,1
49001826,49,0
27102920,55,0
27115190,16,0
63047947,44,0
27138530,43,0
27298820,43,0
63368900,21,1
27109390,23,1
74003056,16,0
27135390,55,0
63173309,21,1
49194873,55,0
74001739,12,0
63604415,49,0
52103802,55,0
52104498,49,0
52104173,49,0
52100458,31,0
63709745,31,0
16232076,49,0
27132020,43,0
63955680,21,1
63992119,43,0
27135370,43,0
27301270,55,0
52105319,43,0
49000828,55,0
52105571,49,0
49163934,50,0
27114550,43,0
16233972,55,0
63037247,21,1
27107990,49,0
74005974,16,0
16224862,55,0
27154760,55,0
16227968,44,0
52107681,55,0
27111280,5,1
16230728,31,0
74002092,12,0
49999716,55,0
27242750,55,0
16231164,23,1
52107074,28,1
49000361,30,0
27134630,5,1
63160069,31,0
16240241,44,0
27133770,12,0
63095463,40,1
49000304,55,0
49004800,49,0
52101677,49,0
74002921,16,0
38550869,31,0
52104830,55,0
49183311,49,0
16231822,43,0
49000736,55,0
63680270,49,0
16240324,55,0
74000370,16,0
16219985,55,0
52103657,55,0
52102667,9,0
27128540,49,0
27127760,55,0
63226612,31,0
74006296,16,0
49002690,55,0
52104155,43,0
52104849,49,0
63726555,21,1
49222434,55,0
74005011,12,0
49187017,27,0
52102088,31,0
74000616,16,0
27126750,15,0
16225419,31,0
27216140,16,0
27256930,15,0
27101610,55,0
16215877,43,0
52109144,55,0
63163677,23,1
49001793,55,0
49002331,49,0
74005593,5,1
49000455,55,0
49178519,31,0
49182095,49,0
63664743,23,1
16231526,43,0
52105635,49,0
27218380,23,1
49003999,55,0
74003817,12,0
52100472,43,0
16220528,12,0
49999945,23,1
74004877,16,0
52103849,23,1
74004238,12,0
27201730,43,0
27200450,43,0
27243530,30,0
49192743,49,0
27102850,55,0
52101100,21,1
16240314,55,0
27297430,49,0
16227584,55,0
27140650,16,0
63202928,30,0
52103301,49,0
52107091,55,0
74006186,16,0
63901002,49,0
16234299,31,0
38273407,23,1
63061663,27,0
74002988,16,0
27232610,44,0
74003873,16,0
27146120,12,0
52108486,16,0
27232480,55,0
52109157,21,1
16240256,43,0
74000697,12,0
27157090,16,0
27230110,31,0
52103068,43,0
49176365,49,0
74000421,12,0
74002798,55,0
63538697,55,0
74001003,12,0
16228475,55,0
52108633,55,0
63477704,28,1
52102390,43,0
49215659,43,0
27101490,30,0
49164614,55,0
27127950,43,0
63902282,55,0
63856549,43,0
74001557,12,0
16227203,49,0
27244370,43,0
63578102,21,1
27245010,23,1
27273530,55,0
74000966,12,0
74002399,49,0
49174954,31,0
49001957,55,0
27202250,31,0
52104786,43,0
74003345,5,1
27119060,55,0
27126920,8,1
49002623,55,0
52102339,43,0
27110870,23,1
74004770,16,0
49003830,55,0
27131070,16,0
16224188,30,0
49222477,30,0
52109036,43,0
16223544,55,0
27272660,55,0
74001302,12,0
74004891,12,0
52105182,15,0
74000324,16,0
74003502,12,0
52105704,43,0
49165791,43,0
52103548,31,0
52106298,21,1
27272400,49,0
16231130,37,0
16221647,55,0
27241420,43,0
27150510,15,0
49188428,55,0
49005308,49,0
49216033,30,0
16228476,55,0
63654988,23,1
27111550,49,0
74002354,30,0
38657296,49,0
74000617,12,0
52103003,55,0
63699891,31,0
52107199,6,0
27157400,5,1
16218991,55,0
49198585,55,0
74005586,15,0
63123960,21,1
16240193,55,0
16218760,49,0
16222673,55,0
27136410,55,0
27287970,55,0
16226448,55,0
49222740,21,1
63995849,55,0
27152440,5,1
52106766,44,0
16232676,49,0
27231470,31,0
49004148,23,1
27287890,21,1
16222840,55,0
27227330,6,0
27110960,23,1
74006273,12,0
63354295,27,0
38927013,49,0
52104232,49,0
16224582,49,0
52103046,31,0
16231091,55,0
16227368,30,0
16215327,55,0
16218740,55,0
52102760,21,1
74002585,55,0
49999986,55,0
27228340,23,1
38585104,31,0
27219270,55,0
16216702,43,0
27217120,49,0
27102180,49,0
52103030,30,0
27103170,23,1
52103069,15,0
52100453,31,0
16240277,55,0
16225273,55,0
27127070,5,1
38840536,43,0
49003865,55,0
63769441,23,1
49186508,30,0
52102555,40,1
74000092,16,0
74005421,12,0
63944247,31,0
52103309,31,0
74006077,12,0
49999850,23,1
52105112,49,0
74000068,12,0
63968397,30,0
52101592,31,0
63609699,16,0
27134080,15,0
27231810,55,0
27102860,55,0
74000231,16,0
49003259,55,0
52102791,43,0
74000940,16,0
38042496,12,0
16226076,55,0
38486671,49,0
74002680,31,0
63124002,21,1
52101947,55,0
16230968,49,0
27108480,31,0
74001636,16,0
74005415,12,0
27142600,16,0
49169717,49,0
16222358,49,0
52108923,55,0
74001862,16,0
52105703,15,0
63228578,21,1
52107642,55,0
52100424,23,1
16226322,49,0
52103519,55,0
74004558,15,0
16226024,49,0
74004501,12,0
52105549,43,0
52102655,49,0
27143080,9,0
52101521,24,0
27201700,5,1
27107250,55,0
27201360,31,0
52100669,55,0
49002970,55,0
52107457,43,0
49164595,43,0
49002209,43,0
27283720,55,0
63753249,28,1
27110000,55,0
74004955,12,0
49170229,21,1
49999749,43,0
74001167,16,0
74005693,12,0
27109140,44,0
27126010,16,0
27230640,55,0
52103271,31,0
27119920,55,0
27230160,49,0
49003250,55,0
74003560,15,0
49000661,55,0
27214990,21,1
16223696,49,0
52102598,49,0
16240042,43,0
49185903,49,0
27244970,55,0
74003904,12,0
38854898,43,0
38146924,55,0
52102154,31,0
52100957,21,1
27231080,30,0
63803823,31,0
52102471,12,0
49001421,49,0
63268159,27,0
27101820,23,1
49183620,55,0
74003614,12,0
27216550,43,0
52100821,31,0
74001619,16,0
74001122,16,0
49000650,55,0
74002492,12,0
74003390,16,0
74002099,12,0
38434322,27,0
74000638,5,1
16227834,55,0
49002402,49,0
27160340,49,0
49187101,55,0
74006180,12,0
16225742,49,0
74002497,49,0
52109277,43,0
74004499,16,0
16231814,55,0
52102443,55,0
49005520,31,0
49192695,43,0
74005776,16,0
49000171,49,0
27123140,49,0
52109586,55,0
27160210,55,0
27109860,55,0
16240114,55,0
74001896,16,0
27109230,55,0
74003553,12,0
49222587,55,0
74005211,55,0
16227103,49,0
27257720,24,0
27109900,55,0
16228822,55,0
52103177,55,0
74005387,16,0
52106419,49,0
52108016,55,0
16228671,30,0
49000725,55,0
63732024,28,1
16229062,55,0
49003369,43,0
27283870,15,0
52105402,31,0
74000900,12,0
27215380,49,0
52105544,20,0
52100162,31,0
27297670,49,0
27109710,43,0
52102889,55,0
63535359,31,0
63147069,21,1
52102351,5,1
27104840,55,0
49002707,55,0
74006292,12,0
52106749,31,0
74004593,16,0
27125160,16,0
52104955,30,0
74003678,12,0
52109567,49,0
16224045,55,0
16226275,55,0
52100462,55,0
52103854,43,0
49162007,49,0
16240322,55,0
52103077,43,0
74004554,16,0
52106642,49,0
63679208,21,1
27124260,16,0
74000372,16,0
74005932,12,0
16240287,31,0
74006037,12,0
16226158,49,0
27255360,23,1
27231030,49,0
16216695,43,0
49002327,55,0
74005090,16,0
16222023,21,1
63623542,21,1
16221830,55,0
74000005,12,0
16228887,55,0
52102177,31,0
63261900,55,0
16221033,55,0
16225210,55,0
16224793,55,0
49000552,27,0
16233131,55,0
52100711,55,0
52102496,23,1
16224549,55,0
74002426,24,0
16232688,49,0
74001114,16,0
27273700,43,0
27150080,21,1
74002337,43,0
63459084,21,1
74000376,12,0
49198062,43,0
74004831,16,0
52104076,55,0
27153150,31,0
16228972,43,0
16217465,55,0
16229998,43,0
63413273,39,0
27271410,23,1
63903762,21,1
38550419,30,0
38370334,43,0
63784881,27,0
63058295,55,0
63846320,21,1
52103245,49,0
74003403,13,1
27136470,12,0
16233728,55,0
16240171,49,0
27156510,55,0
16221402,49,0
16230612,23,1
27204210,43,0
49168093,49,0
49169420,55,0
27133360,5,1
27136130,12,0
49000049,49,0
49215742,49,0
52103800,23,1
27129260,21,1
27284640,24,0
16227164,55,0
27204150,23,1
63177447,49,0
63617500,55,0
16240337,55,0
49187206,31,0
16221550,55,0
52105183,31,0
49000675,31,0
52103911,55,0
74006386,12,0
52102301,43,0
74004291,16,0
74002501,30,0
74000393,12,0
63854806,21,1
16221170,55,0
49002205,43,0
27126030,16,0
49002308,55,0
27119560,55,0
74006125,12,0
52106993,43,0
74001570,12,0
49002013,31,0
49002284,49,0
49176413,43,0
16240024,55,0
74000652,16,0
52103004,43,0
49211606,55,0
16222931,43,0
63855174,49,0
27226900,43,0
49195344,55,0
52109569,55,0
27149180,55,0
52107731,9,0
52100393,55,0
49000759,31,0
63698822,44,0
27151730,12,0
27158750,16,0
16233160,31,0
49194472,44,0
16218718,43,0
52103102,43,0
49222438,55,0
52102451,49,0
52107865,43,0
74001429,12,0
63717589,43,0
27216710,49,0
52107631,16,0
74003681,12,0
49160470,43,0
16230664,55,0
27143440,16,0
27135300,30,0
49003712,49,0
74000660,16,0
74000712,12,0
16223115,55,0
49212232,23,1
52101392,43,0
52105166,31,0
52103238,21,1
49000260,23,1
52105593,43,0
38949613,49,0
27129810,23,1
27201020,16,0
16232975,55,0
16225545,55,0
52101304,55,0
49999837,43,0
49000995,55,0
49222267,55,0
63453916,31,0
63692842,23,1
49000839,23,1
27149080,12,0
52103145,21,1
